  SYNTACTIC SCORES:
  Labeled   attachment score: 25096 / 25096 * 100 = 100.00 %
  Unlabeled attachment score: 25096 / 25096 * 100 = 100.00 %
  Label accuracy score:       25096 / 25096 * 100 = 100.00 %
  Exact syntactic match:      2077 / 2077 * 100 = 100.00 %

  SEMANTIC SCORES: 
  Labeled precision:          (8094 + 4799) / (8094 + 4799) * 100 = 100.00 %
  Labeled recall:             (8094 + 4799) / (9435 + 4799) * 100 = 90.58 %
  Labeled F1:                 95.06 
  Unlabeled precision:        (8094 + 4799) / (8094 + 4799) * 100 = 100.00 %
  Unlabeled recall:           (8094 + 4799) / (9435 + 4799) * 100 = 90.58 %
  Unlabeled F1:               95.06 
  Proposition precision:      3720 / 4799 * 100 = 77.52 %
  Proposition recall:         3720 / 4799 * 100 = 77.52 %
  Proposition F1:             77.52 
  Exact semantic match:       1411 / 2077 * 100 = 67.93 %

  OVERALL MACRO SCORES (Wsem = 0.50):
  Labeled macro precision:    100.00 %
  Labeled macro recall:       95.29 %
  Labeled macro F1:           97.59 %
  Unlabeled macro precision:  100.00 %
  Unlabeled macro recall:     95.29 %
  Unlabeled macro F1:         97.59 %
  Exact overall match:        1411 / 2077 * 100 = 67.93 %

  OVERALL MICRO SCORES:
  Labeled micro precision:    (25096 + 8094 + 4799) / (25096 + 8094 + 4799) * 100 = 100.00 %
  Labeled micro recall:       (25096 + 8094 + 4799) / (25096 + 9435 + 4799) * 100 = 96.59 %
  Labeled micro F1:           98.27 
  Unlabeled micro precision:  (25096 + 8094 + 4799) / (25096 + 8094 + 4799) * 100 = 100.00 %
  Unlabeled micro recall:     (25096 + 8094 + 4799) / (25096 + 9435 + 4799) * 100 = 96.59 %
  Unlabeled micro F1:         98.27 

  ================================================================================

  Evaluation of the syntactic results in mockevals/ff147/predicted-props-conll09.tsv
  vs. gold standard mockevals/ff147/target-props-conll09.tsv:

  Legend: '.S' - the beginning of a sentence, '.E' - the end of a sentence

  Number of non-scoring tokens: 0

  The overall accuracy and its distribution over PPOSS tags

  -----------+-------+-------+------+-------+------+-------+-------
  Accuracy   | words | right |   %  | right |   %  | both  |   %
             |       | head  |      |  dep  |      | right |
  -----------+-------+-------+------+-------+------+-------+-------
  total      | 25096 | 25096 | 100% | 25096 | 100% | 25096 | 100%
  -----------+-------+-------+------+-------+------+-------+-------
  _          | 25096 | 25096 | 100% | 25096 | 100% | 25096 | 100%
  -----------+-------+-------+------+-------+------+-------+-------


  The overall error rate and its distribution over PPOSS tags

  -----------+-------+-------+------+-------+------+-------+-------
  Error      | words | head  |   %  |  dep  |   %  | both  |   %
  Rate       |       | err   |      |  err  |      | wrong |
  -----------+-------+-------+------+-------+------+-------+-------
  total      | 25096 |     0 |   0% |     0 |   0% |     0 |   0%
  -----------+-------+-------+------+-------+------+-------+-------
  _          | 25096 |     0 |   0% |     0 |   0% |     0 |   0%
  -----------+-------+-------+------+-------+------+-------+-------


  Precision and recall of DEPREL

  ----------------+------+---------+--------+------------+---------------
  deprel          | gold | correct | system | recall (%) | precision (%) 
  ----------------+------+---------+--------+------------+---------------
  acl             |  173 |     173 |    173 |     100.00 |        100.00
  acl:relcl       |  218 |     218 |    218 |     100.00 |        100.00
  advcl           |  373 |     373 |    373 |     100.00 |        100.00
  advmod          | 1283 |    1283 |   1283 |     100.00 |        100.00
  amod            | 1172 |    1172 |   1172 |     100.00 |        100.00
  appos           |  186 |     186 |    186 |     100.00 |        100.00
  aux             |  825 |     825 |    825 |     100.00 |        100.00
  aux:pass        |  115 |     115 |    115 |     100.00 |        100.00
  case            | 1978 |    1978 |   1978 |     100.00 |        100.00
  cc              |  749 |     749 |    749 |     100.00 |        100.00
  cc:preconj      |    9 |       9 |      9 |     100.00 |        100.00
  ccomp           |  238 |     238 |    238 |     100.00 |        100.00
  compound        | 1152 |    1152 |   1152 |     100.00 |        100.00
  compound:prt    |   89 |      89 |     89 |     100.00 |        100.00
  conj            |  863 |     863 |    863 |     100.00 |        100.00
  cop             |  561 |     561 |    561 |     100.00 |        100.00
  csubj           |   23 |      23 |     23 |     100.00 |        100.00
  csubj:pass      |    1 |       1 |      1 |     100.00 |        100.00
  dep             |    1 |       1 |      1 |     100.00 |        100.00
  det             | 1830 |    1830 |   1830 |     100.00 |        100.00
  det:predet      |   22 |      22 |     22 |     100.00 |        100.00
  discourse       |  122 |     122 |    122 |     100.00 |        100.00
  dislocated      |    1 |       1 |      1 |     100.00 |        100.00
  expl            |   66 |      66 |     66 |     100.00 |        100.00
  fixed           |   62 |      62 |     62 |     100.00 |        100.00
  flat            |  251 |     251 |    251 |     100.00 |        100.00
  flat:foreign    |    7 |       7 |      7 |     100.00 |        100.00
  goeswith        |   15 |      15 |     15 |     100.00 |        100.00
  iobj            |   41 |      41 |     41 |     100.00 |        100.00
  list            |  251 |     251 |    251 |     100.00 |        100.00
  mark            |  783 |     783 |    783 |     100.00 |        100.00
  nmod            |  769 |     769 |    769 |     100.00 |        100.00
  nmod:npmod      |   13 |      13 |     13 |     100.00 |        100.00
  nmod:poss       |  385 |     385 |    385 |     100.00 |        100.00
  nmod:tmod       |   37 |      37 |     37 |     100.00 |        100.00
  nsubj           | 1976 |    1976 |   1976 |     100.00 |        100.00
  nsubj:pass      |  101 |     101 |    101 |     100.00 |        100.00
  nummod          |  279 |     279 |    279 |     100.00 |        100.00
  obj             | 1179 |    1179 |   1179 |     100.00 |        100.00
  obl             | 1055 |    1055 |   1055 |     100.00 |        100.00
  obl:npmod       |   48 |      48 |     48 |     100.00 |        100.00
  obl:tmod        |   66 |      66 |     66 |     100.00 |        100.00
  orphan          |    1 |       1 |      1 |     100.00 |        100.00
  parataxis       |  205 |     205 |    205 |     100.00 |        100.00
  punct           | 3068 |    3068 |   3068 |     100.00 |        100.00
  reparandum      |    3 |       3 |      3 |     100.00 |        100.00
  root            | 2077 |    2077 |   2077 |     100.00 |        100.00
  vocative        |   21 |      21 |     21 |     100.00 |        100.00
  xcomp           |  353 |     353 |    353 |     100.00 |        100.00


  Precision and recall of DEPREL + ATTACHMENT

  ----------------+------+---------+--------+------------+---------------
  deprel          | gold | correct | system | recall (%) | precision (%) 
  ----------------+------+---------+--------+------------+---------------
  acl             |  173 |     173 |    173 |     100.00 |        100.00
  acl:relcl       |  218 |     218 |    218 |     100.00 |        100.00
  advcl           |  373 |     373 |    373 |     100.00 |        100.00
  advmod          | 1283 |    1283 |   1283 |     100.00 |        100.00
  amod            | 1172 |    1172 |   1172 |     100.00 |        100.00
  appos           |  186 |     186 |    186 |     100.00 |        100.00
  aux             |  825 |     825 |    825 |     100.00 |        100.00
  aux:pass        |  115 |     115 |    115 |     100.00 |        100.00
  case            | 1978 |    1978 |   1978 |     100.00 |        100.00
  cc              |  749 |     749 |    749 |     100.00 |        100.00
  cc:preconj      |    9 |       9 |      9 |     100.00 |        100.00
  ccomp           |  238 |     238 |    238 |     100.00 |        100.00
  compound        | 1152 |    1152 |   1152 |     100.00 |        100.00
  compound:prt    |   89 |      89 |     89 |     100.00 |        100.00
  conj            |  863 |     863 |    863 |     100.00 |        100.00
  cop             |  561 |     561 |    561 |     100.00 |        100.00
  csubj           |   23 |      23 |     23 |     100.00 |        100.00
  csubj:pass      |    1 |       1 |      1 |     100.00 |        100.00
  dep             |    1 |       1 |      1 |     100.00 |        100.00
  det             | 1830 |    1830 |   1830 |     100.00 |        100.00
  det:predet      |   22 |      22 |     22 |     100.00 |        100.00
  discourse       |  122 |     122 |    122 |     100.00 |        100.00
  dislocated      |    1 |       1 |      1 |     100.00 |        100.00
  expl            |   66 |      66 |     66 |     100.00 |        100.00
  fixed           |   62 |      62 |     62 |     100.00 |        100.00
  flat            |  251 |     251 |    251 |     100.00 |        100.00
