-	(ARG0*)	*	*	*	*	*	*	*	*	
-	(ARGM-MOD*)	*	*	*	*	*	*	*	*	
-	(ARGM-NEG*)	*	*	*	*	*	*	*	*	
-	(ARGM-TMP*)	*	*	*	*	*	*	*	*	
V	(V*)	*	*	*	*	*	*	*	*	
-	(ARG1*	*	*	*	*	*	*	*	*	
-	*	(ARGM-ADJ*)	*	*	*	*	*	*	*	
V	*	(V*)	*	*	*	*	*	*	*	
-	*	(ARG0*	(ARG0*	*	*	*	*	*	*	
-	*	*	*	*	*	*	*	*	*	
-	*	*	*	*	*	*	*	*	*	
-	*	*	*	*	*	*	*	*	*	
-	*	*	*)	*	*	*	*	*	*	
-	*	*	(R-ARG0*)	*	*	*	*	*	*	
V	*	*	(V*)	*	*	*	*	*	*	
-	*)	*)	(ARG1*)	*	*	*	*	*	*	
-	*	*	*	*	*	*	*	*	*	
-	*	*	*	*	*	*	*	*	*	
-	*	*	*	(ARG0*)	*	*	*	*	*	
-	*	*	*	(ARGM-MOD*)	*	*	*	*	*	
-	*	*	*	(ARGM-NEG*)	*	*	*	*	*	
V	*	*	*	(V*)	*	*	*	*	*	
-	*	*	*	(ARG1*)	(ARG0*)	*	*	*	*	
-	*	*	*	(ARG2*	*	*	*	*	*	
V	*	*	*	*	(V*)	*	*	*	*	
-	*	*	*	*	(ARG4*	*	*	*	*	
-	*	*	*	*	*	*	*	*	*	
-	*	*	*	*	*)	*	*	*	*	
-	*	*	*	*	(ARGM-TMP*	*	*	*	*	
-	*	*	*	*	*	*	*	*	*	
-	*	*	*	*	*	*	*	*	*	
-	*	*	*	*	*	*	*	*	*	
-	*	*	*	*)	*)	*	*	*	*	
-	*	*	*	(ARGM-TMP*	*	(ARGM-TMP*)	*	*	*	
-	*	*	*	*	*	(ARG1*	*	*	*	
-	*	*	*	*	*	*	*	*	*	
-	*	*	*	*	*	*	*	*	*	
-	*	*	*	*	*	*)	*	*	*	
V	*	*	*	*	*	(V*)	*	*	*	
-	*	*	*	*	*	(ARG2*	*	*	*	
-	*	*	*	*	*	*	*	*	*	
V	*	*	*	*	*	*	(V*)	*	*	
-	*	*	*	*	*	*	*	*	*	
-	*	*	*	*	*	*	(ARGM-CAU*	*	(ARG1*	
-	*	*	*	*	*	*	*	*	*	
-	*	*	*	*	*	*	*	*	*	
-	*	*	*	*	*	*	*	*	*)	
-	*	*	*	*	*	*	*	*	(ARG0*	
-	*	*	*	*	*	*	*	*	*)	
V	*	*	*	*	*	*	*	(V*)	*	
V	*	*	*	*	*	*	*	*	(V*)	
-	*	*	*	*	*	*	*	*	*	
-	*	*	*	*	*	*	*	*	(ARGM-DIR*	
-	*	*	*	*	*	*	*	*	*	
-	*	*	*	*	*	*	*	*	*	
-	*	*	*	*)	*	*)	*)	*	*)	
-	*	*	*	*	*	*	*	*	*	
